Sport,Tournament,Player_1,Player_2,Event_time,Coef_p1_wins,Coef_draw,Coef_p2_wins,Home_score,Away_score
Футбол,Италия. Серия A,Кальяри,Дженоа,22 ноября в 14:00,2.87,3.18,2.63,-,-
Футбол,Италия. Серия A,Удинезе,Болонья,22 ноября в 14:00,3.63,3.33,2.14,-,-
Футбол,Германия. Бундеслига,Бавария,Фрайбург,22 ноября в 14:30,1.23,6.85,12.0,-,-
Футбол,Германия. Бундеслига,Вольфсбург,Байер Л,22 ноября в 14:30,3.12,3.83,2.16,-,-
Футбол,Германия. Бундеслига,Хайденхайм,Боруссия М,22 ноября в 14:30,3.33,3.63,2.14,-,-
Футбол,Германия. Бундеслига,Аугсбург,Гамбург,22 ноября в 14:30,2.32,3.72,2.91,-,-
Футбол,Германия. Бундеслига,Боруссия Д,Штутгарт,22 ноября в 14:30,1.67,4.38,4.63,-,-
Футбол,Англия. Премьер-лига,Ливерпуль,Ноттингем Форест,22 ноября в 15:00,1.44,5.0,6.83,-,-
Футбол,Англия. Премьер-лига,Вулверхэмптон,Кристал Пэлас,22 ноября в 15:00,4.07,3.66,1.93,-,-
Футбол,Англия. Премьер-лига,Фулхэм,Сандерленд,22 ноября в 15:00,2.08,3.29,3.94,-,-
Футбол,Англия. Премьер-лига,Брайтон,Брентфорд,22 ноября в 15:00,1.94,3.7,3.95,-,-
Футбол,Англия. Премьер-лига,Борнмут,Вест Хэм,22 ноября в 15:00,1.63,4.22,5.29,-,-
Футбол,Испания. Ла Лига,Барселона,Атлетик Б,22 ноября в 15:15,1.49,4.77,6.39,-,-
Футбол,Франция. Лига 1,Ланс,Страсбург,22 ноября в 16:00,1.94,3.92,3.67,-,-
Футбол,Россия. Премьер-лига,Рубин,Ахмат,22 ноября в 16:30,2.45,3.25,2.8,-,-
Футбол,Италия. Серия A,Фиорентина,Ювентус,22 ноября в 17:00,3.96,3.51,1.97,-,-
Футбол,Англия. Премьер-лига,Ньюкасл Юн,Манчестер Сити,22 ноября в 17:30,3.34,3.8,2.1,-,-
Футбол,Испания. Ла Лига,Осасуна,Реал С,22 ноября в 17:30,2.51,3.24,3.01,-,-
Футбол,Германия. Бундеслига,Кельн,Айнтрахт Фр,22 ноября в 17:30,2.96,3.74,2.28,-,-
Футбол,Франция. Лига 1,Ренн,Монако,22 ноября в 18:00,2.48,3.82,2.64,-,-
Футбол,Италия. Серия A,Наполи,Аталанта,22 ноября в 19:45,2.1,3.42,3.63,-,-
Футбол,Испания. Ла Лига,Вильярреал,Мальорка,22 ноября в 20:00,1.5,4.56,6.53,-,-
Футбол,Франция. Лига 1,ПСЖ,Гавр,22 ноября в 20:05,1.14,9.41,16.2,-,-
Футбол,Россия. Премьер-лига,Крылья Советов,Ростов,23 ноября в 10:00,3.25,3.2,2.23,-,-
Футбол,Италия. Серия A,Верона,Парма,23 ноября в 11:30,2.33,3.11,3.41,-,-
Футбол,Россия. Премьер-лига,Н. Новгород,Зенит,23 ноября в 12:15,8.8,4.9,1.33,-,-
Футбол,Испания. Ла Лига,Овьедо,Райо Вальекано,23 ноября в 13:00,3.44,3.39,2.21,-,-
Футбол,Англия. Премьер-лига,Лидс Юн,Астон Вилла,23 ноября в 14:00,3.03,3.35,2.44,-,-
Футбол,Италия. Серия A,Кремонезе,Рома,23 ноября в 14:00,5.55,3.93,1.64,-,-
Футбол,Франция. Лига 1,Осер,Лион,23 ноября в 14:00,4.14,3.68,1.88,-,-
Футбол,Россия. Премьер-лига,Динамо М,Динамо Махачкала,23 ноября в 14:30,1.58,3.85,5.6,-,-
Футбол,Германия. Бундеслига,РБ Лейпциг,Вердер,23 ноября в 14:30,1.51,5.04,5.49,-,-
Футбол,Испания. Ла Лига,Реал Бетис,Жирона,23 ноября в 15:15,1.63,4.26,5.27,-,-
Футбол,Франция. Лига 1,Брест,Мец,23 ноября в 16:15,1.72,3.97,4.72,-,-
Футбол,Франция. Лига 1,Тулуза,Анже,23 ноября в 16:15,1.58,4.01,6.13,-,-
Футбол,Франция. Лига 1,Нант,Лорьян,23 ноября в 16:15,2.44,3.42,2.93,-,-
Футбол,Англия. Премьер-лига,Арсенал,Тоттенхэм,23 ноября в 16:30,1.37,5.11,8.71,-,-
Футбол,Германия. Бундеслига,Ст. Паули,Унион Берлин,23 ноября в 16:30,2.25,3.42,3.27,-,-
Футбол,Россия. Премьер-лига,Локомотив М,Краснодар,23 ноября в 16:45,2.75,3.5,2.4,-,-
Футбол,Италия. Серия A,Лацио,Лечче,23 ноября в 17:00,1.61,3.9,6.07,-,-
Футбол,Испания. Ла Лига,Хетафе,Атлетико М,23 ноября в 17:30,4.52,3.55,1.87,-,-
Футбол,Италия. Серия A,Интер,Милан,23 ноября в 19:45,1.93,3.51,4.17,-,-
Футбол,Франция. Лига 1,Лилль,Париж,23 ноября в 19:45,1.62,4.28,5.2,-,-
Футбол,Испания. Ла Лига,Эльче,Реал М,23 ноября в 20:00,6.54,4.91,1.47,-,-
Футбол,Италия. Серия A,Торино,Комо,24 ноября в 17:30,3.47,3.37,2.18,-,-
Футбол,Италия. Серия A,Сассуоло,Пиза,24 ноября в 19:45,1.99,3.48,3.93,-,-
Футбол,Англия. Премьер-лига,Манчестер Юн,Эвертон,24 ноября в 20:00,1.7,4.06,4.88,-,-
Футбол,Испания. Ла Лига,Эспаньол,Севилья,24 ноября в 20:00,2.04,3.5,3.8,-,-
Футбол,Лига Чемпионов УЕФА,Галатасарай,Юнион Ст.Гиллуа,25 ноября в 17:45,1.61,4.5,5.16,-,-
Футбол,Лига Чемпионов УЕФА,Аякс,Бенфика,25 ноября в 17:45,3.49,3.85,2.03,-,-
Футбол,Лига Чемпионов УЕФА,Боде Глимт,Ювентус,25 ноября в 20:00,3.24,4.1,2.06,-,-
Футбол,Лига Чемпионов УЕФА,Боруссия Д,Вильярреал,25 ноября в 20:00,1.73,4.16,4.52,-,-
Футбол,Лига Чемпионов УЕФА,Марсель,Ньюкасл Юн,25 ноября в 20:00,3.0,3.59,2.35,-,-
Футбол,Лига Чемпионов УЕФА,Манчестер Сити,Байер Л,25 ноября в 20:00,1.28,6.15,10.57,-,-
Футбол,Лига Чемпионов УЕФА,Славия Пр,Атлетик Б,25 ноября в 20:00,3.03,3.4,2.42,-,-
Футбол,Лига Чемпионов УЕФА,Челси,Барселона,25 ноября в 20:00,2.37,3.95,2.75,-,-
Футбол,Лига Чемпионов УЕФА,Наполи,ФК Карабах,25 ноября в 20:00,1.3,5.79,10.56,-,-
Футбол,Россия. Кубок,Краснодар,Оренбург,26 ноября в 15:00,1.3,5.47,9.52,-,-
Футбол,Россия. Кубок,ЦСКА М,Динамо Махачкала,26 ноября в 15:00,1.51,3.52,9.38,-,-
Футбол,Россия. Кубок,Локомотив М,Спартак М,26 ноября в 17:30,2.02,3.71,3.45,-,-
Футбол,Лига Чемпионов УЕФА,ФК Копенгаген,Кайрат,26 ноября в 17:45,1.32,5.32,10.44,-,-
Хоккей,КХЛ,Авангард,СКА,Сегодня в 13:30,1.69,4.7,4.2,-,-
Хоккей,КХЛ,Салават Юл,Лада,Сегодня в 14:00,1.74,4.6,4.0,-,-
Хоккей,КХЛ,Торпедо НН,Локомотив,Сегодня в 16:00,3.35,4.3,1.95,-,-
Хоккей,КХЛ,Динамо Мн,ХК Сочи,Сегодня в 16:10,1.27,7.0,9.4,-,-
Хоккей,КХЛ,Динамо М,Шанхай Дрэгонс,Сегодня в 16:30,1.77,4.5,3.95,-,-
Хоккей,КХЛ,Спартак М,Сибирь,Сегодня в 16:30,1.45,5.6,5.8,-,-
Хоккей,КХЛ,Нефтехимик,Ак Барс,Сегодня в 16:30,3.6,4.6,1.84,-,-
Хоккей,КХЛ,ЦСКА М,Северсталь,Сегодня в 16:30,1.92,4.4,3.45,-,-
Хоккей,NHL,Рейнджерс,Нэшвилл,Завтра в 00:00,1.92,4.4,3.2,-,-
Хоккей,NHL,Нью-Джерси,Айлендерс,Завтра в 00:00,1.96,4.5,3.1,-,-
Хоккей,NHL,Эдмонтон,Коламбус,Завтра в 01:30,1.85,4.7,3.25,-,-
Хоккей,NHL,Вегас,Флорида,Завтра в 03:00,2.08,4.3,2.9,-,-
Хоккей,КХЛ,Амур,Трактор,Завтра в 09:15,3.25,4.2,1.95,-,-
Хоккей,КХЛ,Адмирал,Автомобилист,Завтра в 09:30,2.75,4.1,2.21,-,-
Хоккей,NHL,Бостон,Торонто,12 ноября в 00:00,2.79,4.31,2.08,-,-
Хоккей,NHL,Каролина,Вашингтон,12 ноября в 00:00,2.0,4.45,2.88,-,-
Хоккей,NHL,Монреаль,Лос-Анджелес,12 ноября в 00:00,2.23,4.32,2.55,-,-
Хоккей,NHL,Оттава,Даллас,12 ноября в 00:00,2.52,4.29,2.26,-,-
Хоккей,NHL,Миннесота,Сан-Хосе,12 ноября в 01:00,1.88,4.45,3.18,-,-
Хоккей,NHL,Сент-Луис,Калгари,12 ноября в 01:00,2.09,4.3,2.78,-,-
Хоккей,NHL,Колорадо,Анахайм,12 ноября в 02:30,1.88,4.44,3.17,-,-
Хоккей,NHL,Ванкувер,Виннипег,12 ноября в 03:00,2.78,4.3,2.09,-,-
Хоккей,NHL,Сиэтл,Коламбус,12 ноября в 03:00,1.98,4.36,2.97,-,-
Хоккей,КХЛ,Салават Юл,СКА,12 ноября в 14:00,2.55,4.3,2.21,-,-
Хоккей,КХЛ,Металлург Мг,Лада,12 ноября в 14:00,1.25,6.2,8.4,-,-
Хоккей,КХЛ,Спартак М,Локомотив,12 ноября в 16:30,2.55,4.3,2.21,-,-
Хоккей,КХЛ,Динамо Мн,Сибирь,12 ноября в 16:30,1.45,5.0,5.2,-,-
Хоккей,КХЛ,Торпедо НН,ХК Сочи,12 ноября в 16:30,1.43,5.0,5.4,-,-
Хоккей,КХЛ,Авангард,Трактор,13 ноября в 13:30,1.85,4.3,3.3,-,-
Хоккей,КХЛ,Ак Барс,Динамо М,13 ноября в 16:00,2.25,4.2,2.5,-,-
Киберспорт,Dota 2. CIS Battle 3,Yellow Submarine,Most Wanted,12,1,-,3-я карта,-,-
Киберспорт,Dota 2. CIS Battle 3,L1,Kalmychata,Сегодня в 11:00,1.55,-,2.35,-,-
Киберспорт,Dota 2. CIS Battle 3,Zero Tenacity,Most Wanted,Сегодня в 11:20,2.6,-,1.48,-,-
Киберспорт,Dota 2. CIS Battle 3,Yellow Submarine,Kalmychata,Сегодня в 14:00,1.72,-,2.05,-,-
Киберспорт,Dota 2. CIS Battle 3,Runa Team,Level Up,Сегодня в 17:00,1.08,-,7.0,-,-
Киберспорт,Dota 2. CIS Battle 3,Kalmychata,Most Wanted,Завтра в 08:00,2.8,-,1.4,-,-
Киберспорт,Dota 2. CIS Battle 3,Runa Team,Most Wanted,Завтра в 11:00,1.95,-,1.8,-,-
Киберспорт,Dota 2. CIS Battle 3,4Pirates,Runa Team,Завтра в 14:00,2.9,-,1.38,-,-
Киберспорт,Dota 2. CIS Battle 3,Kalmychata,Level Up,Завтра в 17:00,1.15,-,5.0,-,-
Киберспорт,CS2. BLAST Rivals Fall 2025,MongolZ,Passion UA,12 ноября в 02:00,1.3,-,3.5,-,-
Киберспорт,CS2. BLAST Rivals Fall 2025,Team Spirit,Team Falcons,12 ноября в 04:30,2.4,-,1.58,-,-
Киберспорт,CS2. BLAST Rivals Fall 2025,FURIA Esports,paiN Gaming,12 ноября в 07:30,1.22,-,4.4,-,-
Киберспорт,CS2. BLAST Rivals Fall 2025,Team Vitality,TYLOO,12 ноября в 09:30,1.08,-,8.0,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,PVISION,The Huns Esports,24 ноября в 09:00,1.22,-,4.0,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,B8,M80,24 ноября в 09:00,1.82,-,1.92,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,GamerLegion,Fluxo,24 ноября в 09:00,1.35,-,3.1,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,Fnatic,RED Canids,24 ноября в 09:00,1.4,-,2.8,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,FaZe,Lynn Vision,24 ноября в 09:00,1.35,-,3.1,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,Ninjas in Pyjamas,NRG Esports,24 ноября в 09:00,1.62,-,2.25,-,-
Киберспорт,CS2. StarLadder Budapest Major 2025 Stage 1,Legacy,FlyQuest,24 ноября в 09:00,1.48,-,2.6,-,-
Теннис,ATP Finals. Турин. Хард. Италия,Музетти Л.,Фриц Т.,Сегодня в 13:00,2.9,-,1.42,-,-
Теннис,ATP Finals. Турин. Хард. Италия,Синнер Я.,Оже-Альяссим Ф.,Сегодня в 19:30,1.06,-,9.0,-,-
Теннис,ATP Challenger. Монтевидео. Грунт. Уругвай,Бусе И.,Скатов Т.,Сегодня в 20:40,1.3,-,3.35,-,-
Теннис,ATP Challenger. Лион. Хард. Франция,Дроге Т.,Жаке К.,Завтра в 10:00,1.79,-,1.88,-,-
Баскетбол,NBA,Шарлотт,Л-А Лейкерс,Завтра в 00:00,3.65,-,1.27,-,-
Баскетбол,NBA,Детройт,Вашингтон,Завтра в 00:00,1.13,-,5.8,-,-
Баскетбол,NBA,Орландо,Портленд,Завтра в 00:00,1.73,-,2.08,-,-
Баскетбол,NBA,Майами,Кливленд,Завтра в 00:30,3.6,-,1.28,-,-
Баскетбол,NBA,Чикаго,Сан-Антонио,Завтра в 01:00,2.39,-,1.56,-,-
Баскетбол,NBA,Даллас,Милуоки,Завтра в 01:30,2.09,-,1.72,-,-
Баскетбол,NBA,Финикс,Нью-Орлеан,Завтра в 02:00,1.26,-,3.75,-,-
Баскетбол,NBA,Юта Джаз,Миннесота,Завтра в 02:00,3.5,-,1.29,-,-
Баскетбол,NBA,Л-А Клипперс,Атланта,Завтра в 03:30,1.52,-,2.48,-,-
Баскетбол,Единая Лига ВТБ,УНИКС,Самара,Завтра в 16:00,—,-,171,-,-
Баскетбол,Евролига,Дубай,Црвена Звезда,Завтра в 16:00,1.79,-,1.96,-,-
Баскетбол,Евролига,Фенербахче,Маккаби Т-А,Завтра в 19:00,1.3,-,3.3,-,-
Баскетбол,Евролига,Хапоэль Т-А,Баскония,Завтра в 19:05,1.19,-,4.3,-,-
Баскетбол,Евролига,Партизан,АС Монако,Завтра в 19:30,2.01,-,1.75,-,-
Баскетбол,Евролига,Виртус Болонья,Эфес,Завтра в 19:30,1.81,-,1.93,-,-
Баскетбол,Евролига,Валенсия,Реал М,Завтра в 19:30,1.93,-,1.81,-,-
Баскетбол,Евролига,Париж,Панатинаикос,Завтра в 20:00,1.93,-,1.82,-,-
Баскетбол,Единая Лига ВТБ,Автодор,Нижний Новгород,12 ноября в 15:00,1.18,-,4.7,-,-
Баскетбол,Единая Лига ВТБ,Зенит,МБА-МАИ,12 ноября в 16:30,1.16,-,5.05,-,-
Баскетбол,Единая Лига ВТБ,Локомотив Кубань,Парма,12 ноября в 17:00,1.3,-,3.43,-,-
Баскетбол,Евролига,Олимпиакос,Жальгирис,12 ноября в 19:15,1.26,-,3.45,-,-
Баскетбол,Евролига,Бавария,Барселона,12 ноября в 19:30,1.87,-,1.83,-,-
Баскетбол,Евролига,Олимпия Милан,АСВЕЛ,12 ноября в 19:30,1.11,-,5.4,-,-
Баскетбол,Единая Лига ВТБ,Енисей,ЕКб Уралмаш,15 ноября в 11:00,2.8,-,1.42,-,-
Настольный теннис,TT Cup,Весецки Дэвид,Брожек Михал,2,2,-,5-й сет,-,-
Настольный теннис,TT Cup,Стапор Рафал,Колек Мацей,2,9,-,3-й сет,-,-
Настольный теннис,TT Cup,Фиала Ян,Кулвейт Йонас,2,9,-,3-й сет,-,-
Настольный теннис,TT Elite Series,Косовски Якуб,Спыхала Адриан,1,7,-,3-й сет,-,-
Настольный теннис,TT Cup,Сосновски Гжегож,Кабан Якуб,1,2,-,2-й сет,-,-
Настольный теннис,TT Elite Series,Глушек Войцех,Пржевлоцки Яцек,1,2,-,3-й сет,-,-
Настольный теннис,TT Cup,Ибарра Альберто,Санчес Хуан А.,0,1,-,2-й сет,-,-
Настольный теннис,TT Elite Series,Петрашко Лукаш,Муговски Аркадиуш,0,8,-,1-й сет,-,-
Настольный теннис,TT Cup,Либовицки Владимир,Литомиский Петр,Сегодня в 11:20,3.1,-,1.32,-,-
Настольный теннис,TT Elite Series,Скленски Мирослав,Червинский Бартош,0,0,-,Не начался,-,-
Настольный теннис,TT Elite Series,Виховски Гжегож,Винченец Оливер,0,0,-,Не начался,-,-
Настольный теннис,TT Elite Series,Голебёвский Матеуш,Мястовски Максимилиан,Сегодня в 11:25,1.41,-,2.7,-,-
Настольный теннис,TT Cup,Джадам Давид,Лисаковский Михал,Сегодня в 11:30,1.6,-,2.2,-,-
Настольный теннис,TT Elite Series,Котыль Кшиштоф,Треля Матеуш,Сегодня в 11:30,1.92,-,1.79,-,-
Настольный теннис,TT Cup,Енджеевский Оскар,Баран Матеуш,Сегодня в 11:35,1.48,-,2.48,-,-
Настольный теннис,TT Elite Series,Лилиен Александр,Кводавски Бартош,Сегодня в 11:35,1.76,-,1.95,-,-
Настольный теннис,TT Cup,Трефни Ян,Себл Яхим,Сегодня в 11:40,1.97,-,1.74,-,-
Настольный теннис,TT Cup,Молина Хуан М.,Гарсия Леон Хосе,Сегодня в 11:40,1.89,-,1.82,-,-
Настольный теннис,TT Elite Series,Бальцежак Марцин,Космал Давид,Сегодня в 11:40,2.48,-,1.48,-,-
Настольный теннис,TT Elite Series,Влошко Кшиштоф,Давид Петр,Сегодня в 11:45,4.5,-,1.17,-,-
Настольный теннис,TT Cup,Чермак Йиржи,Себек Ондрей,Сегодня в 11:50,2.65,-,1.42,-,-
Настольный теннис,TT Cup,Беран Матей,Скокан Виктор,Сегодня в 11:55,1.61,-,2.18,-,-
Настольный теннис,TT Elite Series,Вишневский Бартломей,Сухецкий Вацлав,Сегодня в 11:55,1.37,-,2.85,-,-
Настольный теннис,TT Cup,Стапор Давид,Стапор Рафал,Сегодня в 12:00,1.92,-,1.79,-,-
Настольный теннис,TT Elite Series,Собель Артур,Полиневич Гжегож,Сегодня в 12:00,2.7,-,1.4,-,-
Настольный теннис,TT Cup,Сосновски Гжегож,Горечны Щепан,Сегодня в 12:05,2.19,-,1.61,-,-
Настольный теннис,TT Elite Series,Витковски Якуб,Яроцкий Лукаш,Сегодня в 12:05,2.06,-,1.68,-,-
Настольный теннис,TT Cup,Краточвил Кристиан,Рейн Томас,Сегодня в 12:10,1.54,-,2.32,-,-
Настольный теннис,TT Elite Series,Косовски Якуб,Голебёвский Матеуш,Сегодня в 12:10,2.06,-,1.68,-,-
Настольный теннис,TT Cup,Либовицки Владимир,Себек Ондрей,Сегодня в 12:20,2.23,-,1.58,-,-
Настольный теннис,TT Elite Series,Пржевлоцки Яцек,Треля Матеуш,Сегодня в 12:20,1.98,-,1.74,-,-
Настольный теннис,TT Cup,Забрански Йозеф,Фиала Ян,Сегодня в 12:25,1.52,-,2.36,-,-
Настольный теннис,TT Elite Series,Муговски Аркадиуш,Кводавски Бартош,Сегодня в 12:25,1.98,-,1.74,-,-
Настольный теннис,TT Cup,Сулковский Бартош,Лисаковский Михал,Сегодня в 12:30,1.54,-,2.32,-,-
Настольный теннис,TT Elite Series,Червинский Бартош,Космал Давид,Сегодня в 12:30,1.85,-,1.85,-,-
Настольный теннис,TT Elite Series,Винченец Оливер,Ющик Кшиштоф,Сегодня в 12:30,3.0,-,1.34,-,-
Настольный теннис,TT Cup,Стойек Карол,Кабан Якуб,Сегодня в 12:35,2.14,-,1.63,-,-
Настольный теннис,TT Elite Series,Давид Петр,Спыхала Адриан,Сегодня в 12:35,1.12,-,5.2,-,-
Настольный теннис,TT Elite Series,Глушек Войцех,Вишневский Бартломей,Сегодня в 12:45,1.73,-,2.0,-,-
Настольный теннис,TT Cup,Литомиский Петр,Чермак Йиржи,Сегодня в 12:50,1.63,-,2.15,-,-
Настольный теннис,TT Elite Series,Петрашко Лукаш,Собель Артур,Сегодня в 12:50,1.75,-,1.97,-,-
Настольный теннис,TT Cup,Беран Матей,Фиала Ян,Сегодня в 12:55,1.81,-,1.89,-,-
Настольный теннис,TT Elite Series,Скленски Мирослав,Витковски Якуб,Сегодня в 12:55,1.27,-,3.4,-,-
Настольный теннис,TT Elite Series,Виховски Гжегож,Витчак Филип,Сегодня в 12:55,2.26,-,1.57,-,-
Настольный теннис,TT Elite Series,Влошко Кшиштоф,Мястовски Максимилиан,Сегодня в 13:00,1.95,-,1.76,-,-
Настольный теннис,TT Elite Series,Котыль Кшиштоф,Сухецкий Вацлав,Сегодня в 13:10,1.29,-,3.3,-,-
Настольный теннис,TT Elite Series,Лилиен Александр,Полиневич Гжегож,Сегодня в 13:15,2.8,-,1.38,-,-
Настольный теннис,TT Cup,Либовицки Владимир,Чермак Йиржи,Сегодня в 13:20,1.99,-,1.73,-,-
Настольный теннис,TT Elite Series,Бальцежак Марцин,Яроцкий Лукаш,Сегодня в 13:20,2.9,-,1.36,-,-
Настольный теннис,TT Elite Series,Юрович Гжегож,Фомин Юрий,Сегодня в 13:20,2.65,-,1.42,-,-
Настольный теннис,TT Cup,Скокан Виктор,Забрански Йозеф,Сегодня в 13:25,2.3,-,1.55,-,-
Настольный теннис,TT Elite Series,Голебёвский Матеуш,Спыхала Адриан,Сегодня в 13:25,1.13,-,5.2,-,-
Настольный теннис,TT Elite Series,Пржевлоцки Яцек,Вишневский Бартломей,Сегодня в 13:35,1.87,-,1.84,-,-
Настольный теннис,TT Elite Series,Муговски Аркадиуш,Собель Артур,Сегодня в 13:40,2.1,-,1.66,-,-
Настольный теннис,TT Elite Series,Червинский Бартош,Витковски Якуб,Сегодня в 13:45,1.56,-,2.28,-,-
Настольный теннис,TT Cup,Себек Ондрей,Литомиский Петр,Сегодня в 13:50,1.99,-,1.73,-,-
Настольный теннис,TT Cup,Беран Матей,Забрански Йозеф,Сегодня в 13:55,2.15,-,1.63,-,-
Настольный теннис,TT Elite Series,Скленски Мирослав,Бальцежак Марцин,Сегодня в 14:10,1.06,-,7.4,-,-
Настольный теннис,TT Cup,Фиала Ян,Скокан Виктор,Сегодня в 14:25,2.15,-,1.63,-,-
Настольный теннис,TT Elite Series,Яроцкий Лукаш,Космал Давид,Сегодня в 14:35,1.85,-,1.85,-,-
Настольный теннис,TT Elite Series,Голебёвский Матеуш,Влошко Кшиштоф,Сегодня в 14:40,1.37,-,2.85,-,-
Волейбол,Беларусь. Лига про,Империя-про,Энерджи-про,0,0,-,1-й сет,-,-
Волейбол,Россия. Суперлига,Динамо М,Кузбасс,Сегодня в 16:00,1.05,-,9.0,-,-
Волейбол,Польша. Таурон лига. Жен,УНИ Ополе (ж),Мелец (ж),Сегодня в 16:30,1.33,-,3.25,-,-
Волейбол,Польша. Таурон лига. Жен,ЛКС Коммерчекон Лодзь (ж),Сокол Могильно (ж),Сегодня в 19:30,1.14,-,5.6,-,-
